# https://archive.ics.uci.edu/ml/machine-learning-databases/wine/wine.data,,,,,,,,,,,,,,,
#   1. Alcohol,,,,,,,,,,,,,,,
#   2. Malic acid,,,,,,,,,,,,,,,
#   3. Ash,,,,,,,,,,,,,,,
#   4. Alcalinity of ash  ,,,,,,,,,,,,,,,
#   5. Magnesium,,,,,,,,,,,,,,,
#   6. Total phenols,,,,,,,,,,,,,,,
#   7. Flavanoids,,,,,,,,,,,,,,,
#   8. Nonflavanoid phenols,,,,,,,,,,,,,,,
#   9. Proanthocyanins,,,,,,,,,,,,,,,
#  10. Color intensity,,,,,,,,,,,,,,,
#  11. Hue,,,,,,,,,,,,,,,
#  12. OD280/OD315 of diluted wines,,,,,,,,,,,,,,,
#  13. Proline,,,,,,,,,,,,,,,
13.74,1.67,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060,1,0,0
13.56,1.73,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120,1,0,0
14.22,1.7,2.3,16.3,118,3.2,3,0.26,2.03,6.38,0.94,3.31,970,1,0,0
13.29,1.97,2.68,16.8,102,3,3.23,0.31,1.66,6,1.07,2.84,1270,1,0,0
13.72,1.43,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285,1,0,0
12.07,2.16,2.17,21,85,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378,0,1,0
12.43,1.53,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352,0,1,0
11.79,2.13,2.78,28.5,92,2.13,2.24,0.58,1.76,3,0.97,2.44,466,0,1,0
12.37,1.63,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342,0,1,0
12.04,4.3,2.38,22,80,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580,0,1,0
13.71,5.65,2.45,20.5,95,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740,0,0,1
13.4,3.91,2.48,23,102,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750,0,0,1
13.27,4.28,2.26,20,120,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835,0,0,1
13.17,2.59,2.37,20,120,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840,0,0,1
14.13,4.1,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560,0,0,1
